pfr_player_id,pfr_player_name,team,season,pos_group,tier,is_hit,player_return,avg_snap_pct,sharpe_elite,is_filled,is_need,need_bonus,filled_penalty,sharpe_adjusted
WinsJa00,Jameis Winston,TAM,2015,QB,Top 10,TRUE,0.5420257234726688,0.7805882352941177,0.37407124048736107,TRUE,FALSE,0,-0.18703562024368053,0.18703562024368053
MariMa01,Marcus Mariota,TEN,2015,QB,Top 10,TRUE,0.5783597503310006,0.7989705882352942,0.37407124048736107,TRUE,FALSE,0,-0.18703562024368053,0.18703562024368053
FowlDa00,Dante Fowler,JAX,2015,EDGE,Top 10,FALSE,0.2156696609678354,0.4252941176470588,0.265142802793857,FALSE,TRUE,0,0,0.265142802793857
CoopAm00,Amari Cooper,LV,2015,WR,Top 10,TRUE,0.293813419117647,0.7910294117647059,0.03548229674290931,FALSE,TRUE,0,0,0.03548229674290931
ScheBr00,Brandon Scherff,WAS,2015,IOL,Top 10,TRUE,0.15839995275218519,0.7923529411764706,-0.6889170083359715,TRUE,FALSE,0,0,-0.6889170083359715
WillLe02,Leonard Williams,NYJ,2015,EDGE,Top 10,TRUE,0.4506490872210954,0.7539705882352943,0.265142802793857,TRUE,FALSE,0,-0.1325714013969285,0.1325714013969285
WhitKe00,Kevin White,CHI,2015,WR,Top 10,FALSE,0.03741176470588235,0.09411764705882354,0.03548229674290931,TRUE,FALSE,0,-0.017741148371454653,0.017741148371454653
BeasVi00,Vic Beasley,ATL,2015,LB,Top 10,FALSE,0.16624549472968375,0.5682352941176468,-0.7813094655693499,FALSE,TRUE,0.39065473278467494,0,-0.39065473278467494
FlowEr00,Ereck Flowers,NYG,2015,IOL,Top 10,TRUE,0.2704016064257028,0.8070588235294118,-0.6889170083359715,TRUE,FALSE,0,0,-0.6889170083359715
GurlTo01,Todd Gurley,LA,2015,RB,Top 10,TRUE,0.3134405506883604,0.6827941176470587,-0.6154948556750087,FALSE,TRUE,0.30774742783750436,0,-0.30774742783750436
WaynTr00,Trae Waynes,MIN,2015,CB,Late 1st,FALSE,0.26865300918055085,0.5795588235294118,0.08046471267687343,FALSE,TRUE,0,0,0.08046471267687343
ShelDa01,Danny Shelton,CLE,2015,DL,Late 1st,FALSE,0.2046162256724251,0.4514705882352942,0.2309999195681216,TRUE,FALSE,0,-0.1154999597840608,0.1154999597840608
PeatAn00,Andrus Peat,NOR,2015,IOL,Late 1st,FALSE,0.17568721946609966,0.708970588235294,-0.7109611026659682,TRUE,FALSE,0,0,-0.7109611026659682
ParkDe01,DeVante Parker,MIA,2015,WR,Late 1st,FALSE,0.2645514705882353,0.5614705882352942,0.12050516789925936,TRUE,FALSE,0,-0.06025258394962968,0.06025258394962968
GordMe00,Melvin Gordon,LAC,2015,RB,Late 1st,TRUE,0.24491447642886938,0.5285294117647058,-0.6590141737847004,FALSE,TRUE,0.3295070868923502,0,-0.3295070868923502
JohnKe04,Kevin Johnson,HOU,2015,CB,Late 1st,FALSE,0.1636375382522951,0.3936764705882353,0.08046471267687343,FALSE,TRUE,0,0,0.08046471267687343
ArmsAr01,Arik Armstead,SFO,2015,DL,Late 1st,FALSE,0.27378701071506667,0.33676470588235297,0.2309999195681216,FALSE,TRUE,0,0,0.2309999195681216
PeteMa00,Marcus Peters,KAN,2015,CB,Late 1st,TRUE,0.43209673580414826,0.9530882352941177,0.08046471267687343,TRUE,FALSE,0,-0.04023235633843671,0.04023235633843671
ErviCa00,Cameron Erving,CLE,2015,OT,Late 1st,FALSE,0.26499838839645445,0.5329411764705883,0.5624288068243084,FALSE,TRUE,0,0,0.5624288068243084
AghoNe00,Nelson Agholor,PHI,2015,WR,Late 1st,TRUE,0.3592499999999999,0.7599999999999997,0.12050516789925936,FALSE,TRUE,0,0,0.12050516789925936
OgbuCe00,Cedric Ogbuehi,CIN,2015,OT,Late 1st,FALSE,0.13682191780821917,0.34500000000000003,0.5624288068243084,FALSE,TRUE,0,0,0.5624288068243084
DuprAl00,Bud Dupree,PIT,2015,EDGE,Late 1st,TRUE,0.36788080749541197,0.6508823529411764,0.5944072297042816,FALSE,TRUE,0,0,0.5944072297042816
RayxSh00,Shane Ray,DEN,2015,EDGE,Late 1st,FALSE,0.1839194436395247,0.36117647058823515,0.5944072297042816,FALSE,TRUE,0,0,0.5944072297042816
HumpD.00,D.J. Humphries,ARI,2015,OT,Late 1st,FALSE,0.20373327961321513,0.3614705882352941,0.5624288068243084,TRUE,FALSE,0,-0.2812144034121542,0.2812144034121542
ThomSh01,Shaq Thompson,CAR,2015,LB,Late 1st,FALSE,0.2103441006460388,0.5202941176470589,-0.8036273004092015,TRUE,FALSE,0,0,-0.8036273004092015
PerrBr02,Breshad Perriman,BAL,2015,WR,Late 1st,FALSE,0.12688235294117647,0.23470588235294118,0.12050516789925936,TRUE,FALSE,0,-0.06025258394962968,0.06025258394962968
JoneBy00,Byron Jones,DAL,2015,CB,Late 1st,TRUE,0.4296754505270317,0.8951470588235296,0.08046471267687343,TRUE,FALSE,0,-0.04023235633843671,0.04023235633843671
TomlLa01,Laken Tomlinson,DET,2015,IOL,Late 1st,TRUE,0.1898377037562013,0.8239705882352942,-0.7109611026659682,FALSE,TRUE,0.3554805513329841,0,-0.3554805513329841
DorsPh00,Phillip Dorsett,IND,2015,WR,Late 1st,FALSE,0.179905330882353,0.4083823529411766,0.12050516789925936,FALSE,TRUE,0,0,0.12050516789925936
RandDa00,Damarious Randall,GNB,2015,S,Late 1st,TRUE,0.16518240237271378,0.7194117647058823,-1.1099795447264005,FALSE,TRUE,0.5549897723632002,0,-0.5549897723632002
AnthSt00,Stephone Anthony,NOR,2015,LB,Late 1st,FALSE,0.08234070044202656,0.2823529411764707,-0.8036273004092015,TRUE,FALSE,0,0,-0.8036273004092015
BrowMa01,Malcom Brown,NWE,2015,DL,Late 1st,TRUE,0.283531598513011,0.5499999999999998,0.2309999195681216,TRUE,FALSE,0,-0.1154999597840608,0.1154999597840608
GoffJa00,Jared Goff,LA,2016,QB,Top 10,TRUE,0.716335540003783,0.8288235294117647,0.37407124048736107,FALSE,TRUE,0,0,0.37407124048736107
WentCa00,Carson Wentz,PHI,2016,QB,Top 10,TRUE,0.7066247399281256,0.8101470588235294,0.37407124048736107,FALSE,TRUE,0,0,0.37407124048736107
BosaJo00,Joey Bosa,LAC,2016,EDGE,Top 10,TRUE,0.3344043272481406,0.616470588235294,0.265142802793857,FALSE,TRUE,0,0,0.265142802793857
ElliEz00,Ezekiel Elliott,DAL,2016,RB,Top 10,TRUE,0.21578083715755803,0.7179411764705882,-0.6154948556750087,TRUE,FALSE,0,0,-0.6154948556750087
RamsJa00,Jalen Ramsey,JAX,2016,CB,Top 10,TRUE,0.32907888473308394,0.8967647058823529,-0.6077512429479659,FALSE,TRUE,0.30387562147398295,0,-0.30387562147398295
StanRo00,Ronnie Stanley,BAL,2016,OT,Top 10,TRUE,0.3212788074133763,0.8326470588235294,0.183805236207038,FALSE,TRUE,0,0,0.183805236207038
BuckDe00,DeForest Buckner,SFO,2016,EDGE,Top 10,TRUE,0.47385395537525343,0.7927941176470586,0.265142802793857,TRUE,FALSE,0,-0.1325714013969285,0.1325714013969285
ConkJa00,Jack Conklin,TEN,2016,OT,Top 10,TRUE,0.3371567284448026,0.8719117647058825,0.183805236207038,TRUE,FALSE,0,-0.091902618103519,0.091902618103519
FloyLe00,Leonard Floyd,CHI,2016,EDGE,Top 10,TRUE,0.3637809330628804,0.6361764705882353,0.265142802793857,FALSE,TRUE,0,0,0.265142802793857
ApplEl00,Eli Apple,NYG,2016,CB,Top 10,TRUE,0.26765623937436245,0.7476470588235293,-0.6077512429479659,FALSE,TRUE,0.30387562147398295,0,-0.30387562147398295
HargVe00,Vernon Hargreaves III,TAM,2016,CB,Late 1st,FALSE,0.19386705202312138,0.5449999999999999,0.08046471267687343,FALSE,TRUE,0,0,0.08046471267687343
RankSh00,Sheldon Rankins,NOR,2016,DL,Late 1st,FALSE,0.23086157883227637,0.5002941176470589,0.2309999195681216,TRUE,FALSE,0,-0.1154999597840608,0.1154999597840608
TunsLa00,Laremy Tunsil,MIA,2016,OT,Late 1st,TRUE,0.40383118452860595,0.8689705882352943,0.5624288068243084,FALSE,TRUE,0,0,0.5624288068243084
JoseKa00,Karl Joseph,LV,2016,S,Late 1st,FALSE,0.12224369747899158,0.5735294117647057,-1.1099795447264005,FALSE,TRUE,0.5549897723632002,0,-0.5549897723632002
ColeCo00,Corey Coleman,CLE,2016,WR,Late 1st,FALSE,0.10493382352941179,0.26382352941176473,0.12050516789925936,FALSE,TRUE,0,0,0.12050516789925936
DeckTa00,Taylor Decker,DET,2016,OT,Late 1st,TRUE,0.35867767929089445,0.815294117647059,0.5624288068243084,TRUE,FALSE,0,-0.2812144034121542,0.2812144034121542
NealKe01,Keanu Neal,ATL,2016,S,Late 1st,FALSE,0.11600494315373207,0.5454411764705882,-1.1099795447264005,FALSE,TRUE,0.5549897723632002,0,-0.5549897723632002
KellRy00,Ryan Kelly,IND,2016,IOL,Late 1st,FALSE,0.1930937081659973,0.7145588235294117,-0.7109611026659682,TRUE,FALSE,0,0,-0.7109611026659682
LawsSh00,Shaq Lawson,BUF,2016,EDGE,Late 1st,FALSE,0.22919250458804202,0.36867647058823516,0.5944072297042816,TRUE,FALSE,0,-0.2972036148521408,0.2972036148521408
LeexDa00,Darron Lee,NYJ,2016,EDGE,Late 1st,FALSE,0.3340973630831643,0.5589705882352941,0.5944072297042816,FALSE,TRUE,0,0,0.5944072297042816
FullWi01,Will Fuller,HOU,2016,WR,Late 1st,FALSE,0.2695248161764705,0.537205882352941,0.12050516789925936,TRUE,FALSE,0,-0.06025258394962968,0.06025258394962968
DoctJo00,Josh Doctson,WAS,2016,WR,Late 1st,FALSE,0.1535670955882353,0.3798529411764706,0.12050516789925936,TRUE,FALSE,0,-0.06025258394962968,0.06025258394962968
TreaLa00,Laquon Treadwell,MIN,2016,WR,Late 1st,FALSE,0.12192463235294121,0.29441176470588243,0.12050516789925936,TRUE,FALSE,0,-0.06025258394962968,0.06025258394962968
JackWi02,William Jackson III,CIN,2016,CB,Late 1st,FALSE,0.2842193131587895,0.5510294117647059,0.08046471267687343,FALSE,TRUE,0,0,0.08046471267687343
BurnAr00,Artie Burns,PIT,2016,CB,Late 1st,FALSE,0.22180975858551516,0.5469117647058824,0.08046471267687343,FALSE,TRUE,0,0,0.08046471267687343
LyncPa00,Paxton Lynch,DEN,2016,QB,Late 1st,FALSE,0.056900510686589745,0.06279411764705882,-0.01464865016940941,TRUE,FALSE,0,0,-0.01464865016940941
ClarKe01,Kenny Clark,GNB,2016,DL,Late 1st,TRUE,0.3696969166848895,0.6314705882352941,0.2309999195681216,TRUE,FALSE,0,-0.1154999597840608,0.1154999597840608
GarnJo00,Joshua Garnett,SFO,2016,IOL,Late 1st,FALSE,0.0424153082919915,0.1785294117647059,-0.7109611026659682,TRUE,FALSE,0,0,-0.7109611026659682
NkemRo00,Robert Nkemdiche,ARI,2016,DL,Late 1st,FALSE,0.08029958451782197,0.16602941176470584,0.2309999195681216,FALSE,TRUE,0,0,0.2309999195681216
ButlVe00,Vernon Butler,CAR,2016,DL,Late 1st,FALSE,0.17239208397113492,0.2963235294117647,0.2309999195681216,TRUE,FALSE,0,-0.1154999597840608,0.1154999597840608
IfedGe00,Germain Ifedi,SEA,2016,OT,Late 1st,TRUE,0.37747784045124894,0.9444117647058823,0.5624288068243084,FALSE,TRUE,0,0,0.5624288068243084
OgbaEm00,Emmanuel Ogbah,CLE,2016,EDGE,Late 1st,FALSE,0.35609842557712734,0.5273529411764705,0.5944072297042816,TRUE,FALSE,0,-0.2972036148521408,0.2972036148521408
GarrMy00,Myles Garrett,CLE,2017,EDGE,Top 10,TRUE,0.31042480440452047,0.6239705882352942,0.265142802793857,TRUE,FALSE,0,-0.1325714013969285,0.1325714013969285
TrubMi00,Mitchell Trubisky,CHI,2017,QB,Top 10,TRUE,0.525868545488935,0.7395588235294116,0.37407124048736107,TRUE,FALSE,0,-0.18703562024368053,0.18703562024368053
ThomSo00,Solomon Thomas,SFO,2017,EDGE,Top 10,FALSE,0.14058147396889795,0.4057352941176472,0.265142802793857,FALSE,TRUE,0,0,0.265142802793857
FourLe00,Leonard Fournette,JAX,2017,RB,Top 10,TRUE,0.13009650952579616,0.5348529411764705,-0.6154948556750087,TRUE,FALSE,0,0,-0.6154948556750087
DaviCo03,Corey Davis,TEN,2017,WR,Top 10,TRUE,0.2527637867647059,0.7210294117647059,0.03548229674290931,TRUE,FALSE,0,-0.017741148371454653,0.017741148371454653
AdamJa00,Jamal Adams,NYJ,2017,S,Top 10,TRUE,0.19130400395452296,0.8505882352941176,-0.8053237074512822,FALSE,TRUE,0.4026618537256411,0,-0.4026618537256411
WillMi07,Mike Williams,LAC,2017,WR,Top 10,FALSE,0.26831066176470597,0.5626470588235296,0.03548229674290931,FALSE,TRUE,0,0,0.03548229674290931
McCaCh01,Christian McCaffrey,CAR,2017,RB,Top 10,TRUE,0.2887541371158392,0.6461764705882352,-0.6154948556750087,FALSE,TRUE,0.30774742783750436,0,-0.30774742783750436
RossJo00,John Ross,CIN,2017,WR,Top 10,FALSE,0.09461764705882353,0.24941176470588236,0.03548229674290931,FALSE,TRUE,0,0,0.03548229674290931
MahoPa00,Patrick Mahomes,KAN,2017,QB,Top 10,TRUE,0.8230743332702857,0.766029411764706,0.37407124048736107,TRUE,FALSE,0,-0.18703562024368053,0.18703562024368053
LattMa01,Marshon Lattimore,NOR,2017,CB,Late 1st,TRUE,0.39618531111866706,0.8508823529411764,0.08046471267687343,FALSE,TRUE,0,0,0.08046471267687343
WatsDe00,Deshaun Watson,HOU,2017,QB,Late 1st,TRUE,0.8878479288821635,0.8295588235294116,-0.01464865016940941,TRUE,FALSE,0,0,-0.01464865016940941
ReddHa00,Haason Reddick,ARI,2017,EDGE,Late 1st,TRUE,0.356534917415242,0.6101470588235295,0.5944072297042816,TRUE,FALSE,0,-0.2972036148521408,0.2972036148521408
BarnDe01,Derek Barnett,PHI,2017,EDGE,Late 1st,FALSE,0.2479901477832513,0.4525000000000002,0.5944072297042816,FALSE,TRUE,0,0,0.5944072297042816
HookMa00,Malik Hooker,IND,2017,S,Late 1st,FALSE,0.12587394957983195,0.4980882352941176,-1.1099795447264005,TRUE,FALSE,0,0,-1.1099795447264005
HumpMa00,Marlon Humphrey,BAL,2017,CB,Late 1st,TRUE,0.39292009520571247,0.7972058823529415,0.08046471267687343,FALSE,TRUE,0,0,0.08046471267687343
AlleJo01,Jonathan Allen,WAS,2017,EDGE,Late 1st,FALSE,0.3349763353617308,0.5604411764705881,0.5944072297042816,TRUE,FALSE,0,-0.2972036148521408,0.2972036148521408
JackAd00,Adoree' Jackson,TEN,2017,CB,Late 1st,FALSE,0.32400493029581773,0.6733823529411764,0.08046471267687343,FALSE,TRUE,0,0,0.08046471267687343
HowaO.00,O.J. Howard,TAM,2017,TE,Late 1st,FALSE,0.11275236836307556,0.4123529411764706,-1.219820850957934,FALSE,TRUE,0.609910425478967,0,-0.609910425478967
BollGa00,Garett Bolles,DEN,2017,OT,Late 1st,TRUE,0.41115068493150686,0.92,0.5624288068243084,TRUE,FALSE,0,-0.2812144034121542,0.2812144034121542
DaviJa01,Jarrad Davis,DET,2017,LB,Late 1st,FALSE,0.19096565793947637,0.6188235294117647,-0.8036273004092015,TRUE,FALSE,0,0,-0.8036273004092015
HarrCh03,Charles Harris,MIA,2017,EDGE,Late 1st,FALSE,0.19913966966096783,0.3413235294117647,0.5944072297042816,FALSE,TRUE,0,0,0.5944072297042816
EngrEv00,Evan Engram,NYG,2017,TE,Late 1st,TRUE,0.1962192112800176,0.5641176470588234,-1.219820850957934,FALSE,TRUE,0.609910425478967,0,-0.609910425478967
ConlGa00,Gareon Conley,LV,2017,CB,Late 1st,FALSE,0.1454760285617137,0.3813235294117648,0.08046471267687343,FALSE,TRUE,0,0,0.08046471267687343
PeppJa00,Jabrill Peppers,CLE,2017,S,Late 1st,FALSE,0.16664030318009554,0.6888235294117646,-1.1099795447264005,FALSE,TRUE,0.5549897723632002,0,-0.5549897723632002
McKiTa00,Takkarist McKinley,ATL,2017,EDGE,Late 1st,FALSE,0.2115134743552594,0.37764705882352956,0.5944072297042816,FALSE,TRUE,0,0,0.5944072297042816
WhitTr01,Tre'Davious White,BUF,2017,CB,Late 1st,TRUE,0.45059061543692613,0.9388235294117646,0.08046471267687343,FALSE,TRUE,0,0,0.08046471267687343
CharTa00,Taco Charlton,DAL,2017,EDGE,Late 1st,FALSE,0.15237689558582057,0.2932352941176471,0.5944072297042816,FALSE,TRUE,0,0,0.5944072297042816
NjokDa00,David Njoku,CLE,2017,TE,Late 1st,FALSE,0.17375280898876405,0.42308823529411765,-1.219820850957934,TRUE,FALSE,0,0,-1.219820850957934
WattT.00,T.J. Watt,PIT,2017,EDGE,Late 1st,TRUE,0.5622832995267072,0.809264705882353,0.5944072297042816,FALSE,TRUE,0,0,0.5944072297042816
FostRe00,Reuben Foster,SFO,2017,LB,Late 1st,FALSE,0.05401564093845631,0.1988235294117647,-0.8036273004092015,TRUE,FALSE,0,0,-0.8036273004092015
RamcRy00,Ryan Ramczyk,NOR,2017,OT,Late 1st,TRUE,0.4877389202256244,1.019705882352941,0.5624288068243084,FALSE,TRUE,0,0,0.5624288068243084
MayfBa00,Baker Mayfield,CLE,2018,QB,Top 10,TRUE,0.6950523789552169,0.8771014492753623,0.37407124048736107,TRUE,FALSE,0,-0.18703562024368053,0.18703562024368053
BarkSa00,Saquon Barkley,NYG,2018,RB,Top 10,TRUE,0.12166796861616472,0.4802898550724638,-0.6154948556750087,FALSE,TRUE,0.30774742783750436,0,-0.30774742783750436
DarnSa00,Sam Darnold,NYJ,2018,QB,Top 10,TRUE,0.5092893890675242,0.7100000000000001,0.37407124048736107,FALSE,TRUE,0,0,0.37407124048736107
WardDe02,Denzel Ward,CLE,2018,CB,Top 10,TRUE,0.2622777079668258,0.697391304347826,-0.6077512429479659,TRUE,FALSE,0,0,-0.6077512429479659
ChubBr00,Bradley Chubb,DEN,2018,EDGE,Top 10,FALSE,0.26416377525522955,0.4543478260869565,0.265142802793857,TRUE,FALSE,0,-0.1325714013969285,0.1325714013969285
NelsQu00,Quenton Nelson,IND,2018,IOL,Top 10,TRUE,0.1778221678986477,0.8988405797101449,-0.6889170083359715,TRUE,FALSE,0,0,-0.6889170083359715
AlleJo02,Josh Allen,BUF,2018,QB,Top 10,TRUE,0.9231671559718532,0.921159420289855,0.37407124048736107,TRUE,FALSE,0,-0.18703562024368053,0.18703562024368053
SmitRo07,Roquan Smith,CHI,2018,LB,Top 10,TRUE,0.25193457317583984,0.8053623188405798,-0.7813094655693499,TRUE,FALSE,0,0,-0.7813094655693499
McGlMi00,Mike McGlinchey,SFO,2018,OT,Top 10,TRUE,0.3163954734961286,0.783913043478261,0.183805236207038,TRUE,FALSE,0,-0.091902618103519,0.091902618103519
RoseJo01,Josh Rosen,ARI,2018,QB,Top 10,FALSE,0.18994804044922875,0.23768115942028983,0.37407124048736107,FALSE,TRUE,0,0,0.37407124048736107
FitzMi00,Minkah Fitzpatrick,MIA,2018,S,Late 1st,TRUE,0.2415988308366825,0.9139130434782609,-1.1099795447264005,FALSE,TRUE,0.5549897723632002,0,-0.5549897723632002
VeaxVi00,Vita Vea,TAM,2018,DL,Late 1st,FALSE,0.2857570712784871,0.47014492753623194,0.2309999195681216,FALSE,TRUE,0,0,0.2309999195681216
PaynDa00,Daron Payne,WAS,2018,DL,Late 1st,TRUE,0.39869080329723605,0.7304347826086955,0.2309999195681216,FALSE,TRUE,0,0,0.2309999195681216
DaveMa00,Marcus Davenport,NOR,2018,EDGE,Late 1st,FALSE,0.25627800385521526,0.41927536231884055,0.5944072297042816,TRUE,FALSE,0,-0.2972036148521408,0.2972036148521408
MillKo00,Kolton Miller,LV,2018,OT,Late 1st,TRUE,0.4137210641254715,0.9189855072463768,0.5624288068243084,FALSE,TRUE,0,0,0.5624288068243084
EdmuTr01,Tremaine Edmunds,BUF,2018,LB,Late 1st,TRUE,0.3076258691463517,0.9157971014492754,-0.8036273004092015,TRUE,FALSE,0,0,-0.8036273004092015
JameDe00,Derwin James,LAC,2018,S,Late 1st,FALSE,0.19888454512239678,0.5349275362318842,-1.1099795447264005,FALSE,TRUE,0.5549897723632002,0,-0.5549897723632002
AlexJa00,Jaire Alexander,GNB,2018,CB,Late 1st,TRUE,0.36357016000670184,0.6988405797101449,0.08046471267687343,FALSE,TRUE,0,0,0.08046471267687343
VandLe00,Leighton Vander Esch,DAL,2018,EDGE,Late 1st,FALSE,0.3384374479426953,0.566231884057971,0.5944072297042816,FALSE,TRUE,0,0,0.5944072297042816
RagnFr00,Frank Ragnow,DET,2018,IOL,Late 1st,FALSE,0.2006251479347341,0.6955072463768116,-0.7109611026659682,TRUE,FALSE,0,0,-0.7109611026659682
PricBi01,Billy Price,CIN,2018,IOL,Late 1st,FALSE,0.09977756436373512,0.5205797101449275,-0.7109611026659682,FALSE,TRUE,0.3554805513329841,0,-0.3554805513329841
EvanRa01,Rashaan Evans,TEN,2018,LB,Late 1st,FALSE,0.17364463433023375,0.6368115942028986,-0.8036273004092015,FALSE,TRUE,0.40181365020460075,0,-0.40181365020460075
WynnIs00,Isaiah Wynn,NWE,2018,OT,Late 1st,FALSE,0.17540798094103632,0.46086956521739136,0.5624288068243084,FALSE,TRUE,0,0,0.5624288068243084
MoorD.00,D.J. Moore,CAR,2018,WR,Late 1st,TRUE,0.40376902173913043,0.7511594202898552,0.12050516789925936,TRUE,FALSE,0,-0.06025258394962968,0.06025258394962968
HursHa00,Hayden Hurst,BAL,2018,TE,Late 1st,FALSE,0.1320835911632199,0.4175362318840581,-1.219820850957934,TRUE,FALSE,0,0,-1.219820850957934
